chain,chain_index,sample,score
LUNYHLSUFD,11 20 13 24 7 11 18 20 5 3,-0.1525952813286675 0.5523586494840194 0.04286745137655723 0.8517240052016561 -0.40212511926288497 -0.12733312120377116 0.4467622970653402 0.5587300383704445 -0.5580415246557899 -0.7575321610745718,3.8241193200362997
RCZDFPRYIA,17 2 25 3 5 15 17 24 8 0,0.3483938861017606 -0.7726575389676367 0.9970610320285291 -0.7365790303474489 -0.5386762358751442 0.1641284872595994 0.3837196178341822 0.8699577357688217 -0.31466243343075617 -0.9725718875098119,4.178251782902311
DVRTCZCBTY,3 21 17 19 2 25 2 1 19 24,-0.6951671415853109 0.6331690065327902 0.33247727969335017 0.5025417087446826 -0.8319480837354107 0.9274753700212772 -0.7965160641484186 -0.8798245538853391 0.5279106657543764 0.9211116555045913,4.4565216484767625
LLARVRZUMK,11 11 0 17 21 17 25 20 12 10,-0.15003556919389882 -0.07908245542275893 -0.9696637954408622 0.35046825858013375 0.6903576109249456 0.3155781695192468 0.9812745447827327 0.6033918868400838 -0.07003480913837379 -0.19188705047393873,3.5148935844494855
DTKLZWRIXI,3 19 10 11 25 22 17 8 23 8,-0.7530754443850529 0.5094277220190753 -0.1703939524091953 -0.10370216690304157 0.9677536688172985 0.7039821446593424 0.31922715636847565 -0.3177047496584946 0.8292739039279526 -0.35475879231346896,3.8914360662365444
UOMLZLCIKD,20 14 12 11 25 11 2 8 10 3,0.5516782136333078 0.1457036355703536 -0.039717451452869756 -0.11752794790921106 0.9965293512121827 -0.14437795517927565 -0.8356675019724162 -0.3643339284353999 -0.1576368909259731 -0.7366045245737112,3.3191957871821534
QQOBVMDNNQ,16 16 14 1 21 12 3 13 13 16,0.2962161915307431 0.27908748382349025 0.14668258666401468 -0.849001389725003 0.6292781074144018 -0.06798149118296792 -0.717752631655066 0.013688621058218331 0.07161779019419523 0.27085004725236295,3.1041748622086023
DHXVWTKKXY,3 7 23 21 22 19 10 10 23 24,-0.7504369929790056 -0.3934071258875915 0.8174674674312778 0.6353646340692705 0.7663503130464131 0.5023729181829779 -0.17539012574427626 -0.19404412912279811 0.8438046251534397 0.8898955501190611,4.130392791730966
SGZKNCIBFL,18 6 25 10 13 2 8 1 5 11,0.4262951448299239 -0.47950457445551664 0.9703681397079933 -0.2122026964571786 0.013895258611593242 -0.7757686219344109 -0.3585526579401206 -0.8612981967742472 -0.5762939447980229 -0.08419955260321799,3.811851340435244
EYMJJVHIGU,4 24 12 9 9 21 7 8 6 20,-0.6816325377038708 0.876624623779479 -0.0249272577931392 -0.23185334056020568 -0.24250723766288185 0.6894228331536474 -0.43674084011434844 -0.37781112345491885 -0.46642615869686965 0.6107277523366965,3.9145607258841157
KSNLEZTURL,10 18 13 11 4 25 19 20 17 11,-0.22269247366873035 0.389640076641949 0.023075978378902295 -0.10373798396750145 -0.6224736254413168 0.9796974431716712 0.5269206329368457 0.5913823302390606 0.36812882157467874 -0.13604902641916738,3.6008757294496054
JVUTLKFTSY,9 21 20 19 11 10 5 19 18 24,-0.29601077171817547 0.6643500944744256 0.5943105627052256 0.4907948381151013 -0.09723809722061705 -0.20712022473119074 -0.5998066028694016 0.4916776029984795 0.4177630760326523 0.9049392776079319,4.004229636729413
QRCMUFJIHO,16 17 2 12 20 5 9 8 7 14,0.25465911581883716 0.3486309489096744 -0.8156803417650047 -0.043064072475056836 0.5768363270241936 -0.55358408943328 -0.27198223948142597 -0.3551998331708026 -0.40041266258061325 0.10491954290843175,3.541508833217645
HSBUGYTIGH,7 18 1 20 6 24 19 8 6 7,-0.4324252713750045 0.4531508217218727 -0.9047427050058268 0.6031447958270459 -0.463957069605635 0.9070773582322484 0.5029895389364669 -0.3585159076968494 -0.4619250997564841 -0.41474245761447603,4.333203069708983
DJKESOQDUX,3 9 10 4 18 14 16 3 20 23,-0.7201871848479142 -0.24560854476607452 -0.16726068328596755 -0.6307226553807537 0.43215949013488353 0.11581242718777962 0.2919221088943602 -0.7299847323350095 0.5734841904760322 0.7854899353417313,3.861160408209422
ZIWRAOIMKI,25 8 22 17 0 14 8 12 10 8,0.9266985483585646 -0.3496125785256061 0.7626400574542 0.3088502976213907 -0.9950706601053969 0.08552291781176669 -0.3283496764781686 -0.016976812639135197 -0.16709103550897653 -0.3678155149997857,3.519320520061538
ZJADQFMLIL,25 9 0 3 16 5 12 11 8 11,0.9930829929490248 -0.23741539575257864 -0.9943372800819561 -0.7640918821081919 0.2869521446036736 -0.6140156003250439 -0.06179040801284508 -0.14337976539720287 -0.37479256770155445 -0.08943530856273307,3.540428167147042
HZBNLDQVIN,7 25 1 13 11 3 16 21 8 13,-0.4199628718059998 0.9238688882723958 -0.8728581588603976 0.007907174032643738 -0.09320949937834833 -0.7014299157592616 0.2563110405768412 0.6614521002403839 -0.33298176857035955 0.023626712429859698,3.5212088177226524
WWQTTJOVFJ,22 22 16 19 19 9 14 21 5 9,0.7197986335766446 0.6923575046062314 0.2715917580235119 0.5038941617360329 0.4692423890301036 -0.2950562758552151 0.13191840121604415 0.6682928456493455 -0.6092467025835104 -0.24469005610409633,3.9263438483607165
LBRKFBHHVJ,11 1 17 10 5 1 7 7 21 9,-0.15133754458834736 -0.8535792288574711 0.34918154613509467 -0.21938952067205886 -0.6059456013824378 -0.8710646657241963 -0.39532110344487625 -0.4065310077424711 0.6666276569216272 -0.2468727073158803,3.883099045221528
FBHBDYOKRI,5 1 7 1 3 24 14 10 17 8,-0.5607313438378241 -0.8828916939596869 -0.38961453886469344 -0.9023124348250942 -0.7217068201330452 0.8608064737350143 0.11050557387055782 -0.16781828303303747 0.36768990257751866 -0.3720476805497561,3.9680958569911025
GCMNYYBYJB,6 2 12 13 24 24 1 24 9 1,-0.48988174617493496 -0.844322738720255 -0.00807870936732158 0.052813374339465646 0.8563816189194271 0.9136630730785633 -0.9194035364508195 0.9104678363683698 -0.28525380967421143 -0.8681308754981811,3.6890383719423743
RWGCQOWDUK,17 22 6 2 16 14 22 3 20 10,0.330817933152046 0.7074329541669049 -0.4816477567154227 -0.8282984507367273 0.29072245224759863 0.1316234175965798 0.714598901232165 -0.7003081981951906 0.5991966284314696 -0.1640303582964071,3.9529926475510675
HYAAJVLZJN,7 24 0 0 9 21 11 25 9 13,-0.39520238215613634 0.9217308644626676 -0.9363731119515668 -0.9556741998751614 -0.2997682596355917 0.6215802649905522 -0.1292853202847477 0.94354916241702 -0.25269030117464175 0.04446206638800265,3.7407950320715746
XIIBZXQFSY,23 8 8 1 25 23 16 5 18 24,0.8299962830531646 -0.3824614664900112 -0.3652050183269995 -0.8874877224995021 0.9241752354731867 0.83270882369587 0.29517139744306786 -0.5491157885310589 0.40560153890394735 0.8828682855104169,4.274062339860844
ICRPBBMNJI,8 2 17 15 1 1 12 13 9 8,-0.3468886037246719 -0.841494234501261 0.33666380348941227 0.16271518889924597 -0.8601338242699155 -0.8658507174174308 -0.03227287155813241 0.0018545910469867088 -0.27900943412761925 -0.38195668863133614,3.422758749947836
XNTZGDOYCV,23 13 19 25 6 3 14 24 2 21,0.8119737318438209 0.006956005292779732 0.5042843282809744 0.9636048903662833 -0.508563057141189 -0.7225127984179414 0.10416675685137733 0.8724435869431793 -0.8338918541478133 0.6804900919858832,4.051756162793154
STJCBBSHAF,18 19 9 2 1 1 18 7 0 5,0.4116837047514261 0.5292503964930957 -0.2477695424858264 -0.838161494095492 -0.8860814281527851 -0.8928660485310904 0.4540825258070742 -0.42244502597885325 -0.9849958522153324 -0.5781268684402083,4.363440905136375
FARVUCMSIY,5 0 17 21 20 2 12 18 8 24,-0.538828044475649 -0.9432584648128837 0.3271605000515705 0.6884909946420523 0.5709599269180565 -0.7760257591744373 -0.059334613880501985 0.38900818140060744 -0.3570720184991918 0.8473496398408082,4.145481282039185
XVSEMFAQQB,23 21 18 4 12 5 0 16 16 1,0.7989491677356724 0.685266131495764 0.4426119558339259 -0.6725242332667323 -0.07432806332149622 -0.5533634609006735 -0.9263856538279489 0.2500341361309817 0.25182727046599873 -0.8782051813990446,4.039068600128676
XKDSOCHHRU,23 10 3 18 14 2 7 7 17 20,0.8191881464207582 -0.1990426304253563 -0.7250991123118409 0.4005591723640227 0.09281573051173164 -0.8306863364397337 -0.4323475750718735 -0.45312304024643013 0.3418893938295857 0.5664545119690803,3.96947939374784
IIOFZGEQVS,8 8 14 5 25 6 4 16 21 18,-0.35152644544472933 -0.3530339896175081 0.07953838698179738 -0.6008877793112235 0.9775572095110558 -0.4806323386181264 -0.657246970203365 0.2977899683228993 0.644319613165389 0.41199651182409536,4.0542424725561474
YAKKKDJMDY,24 0 10 10 10 3 9 12 3 24,0.9200053237926409 -0.9600611341601502 -0.20803231869966243 -0.21844531615422413 -0.17477480382770438 -0.7294736846678849 -0.2571319067670428 -0.05087044592126411 -0.6977204644486101 0.9122131477709483,3.539577684230473
BMDOQSFIJA,1 12 3 14 16 18 5 8 9 0,-0.8732148862213864 -0.03442657302533503 -0.7028903082248605 0.13348569210165695 0.2964034512227085 0.4573576203561496 -0.5538998987767005 -0.35741941342445616 -0.27113246636428134 -0.9954235680294892,3.8066485515948654
TFRLBCYRBG,19 5 17 11 1 2 24 17 1 6,0.5320970772959868 -0.5602504791766154 0.3810690468721418 -0.10555964063066958 -0.8755316667689428 -0.7973254747353968 0.9134250183891601 0.3813978589682536 -0.8814629824675333 -0.5224004947772312,4.239541279123063
JQVPABZWTN,9 16 21 15 0 1 25 22 19 13,-0.26753012140775123 0.2896213089619546 0.6470500221219093 0.21923545803873457 -0.9469387100619382 -0.877092432518467 0.9535669045464836 0.7614806786544108 0.477828873267901 0.0005166969423553436,3.8828580870303573
PFBOVUMILB,15 5 1 14 21 20 12 8 11 1,0.1553260964222496 -0.559931911171859 -0.8752057863271543 0.10749651396208915 0.6458265136069623 0.5530587204393047 -0.022346735748575375 -0.3520518799389829 -0.09367991294163236 -0.9102579986034565,3.5491944163084708
EGFWPPFSSK,4 6 5 22 15 15 5 18 18 10,-0.6810401874816248 -0.5052298520394622 -0.543682796196675 0.7256475066435686 0.21249189743595442 0.15765156191533847 -0.5909293637137802 0.3952078569969708 0.42668099349343236 -0.1727840663601199,3.875364363819568
IGFYUKVEUY,8 6 5 24 20 10 21 4 20 24,-0.35058332687555116 -0.5261875841129686 -0.5883853057676398 0.866820825147735 0.5970552143150296 -0.19292827461183215 0.6720988129210728 -0.6741374996452885 0.601857088843996 0.8912996754770182,4.354239194226537
OJOGCIHVDF,14 9 14 6 2 8 7 21 3 5,0.11797562983165832 -0.25447690617747654 0.11242490247991377 -0.5313838449569204 -0.8387162588481629 -0.35794248168979537 -0.41500574236678567 0.6562254222243844 -0.7010778939299689 -0.5709237032990719,3.8662730601011472
PDEXBUPIEN,15 3 4 23 1 20 15 8 4 13,0.1781066451258324 -0.7172826786490993 -0.6737778321170547 0.8372499122903194 -0.920349273068074 0.5960898712568867 0.185364075870583 -0.3823897282991875 -0.6172402812935731 0.00826159614143207,3.913178214380825
LZUYZULBRW,11 25 20 24 25 20 11 1 17 22,-0.12476468269579466 0.9689740323271001 0.5794513071824392 0.8617118742166978 0.9744659873768511 0.5849887408579508 -0.1461202683024183 -0.9089278697644008 0.3242878828148392 0.7255897193208953,4.032184153882302
IRDOWLMJKE,8 17 3 14 22 11 12 9 10 4,-0.3085462470188156 0.35814725301103545 -0.7013591593460322 0.1185574608687967 0.7077786141407998 -0.09215790887145725 -0.016642662765947946 -0.2813522323501414 -0.182155956482964 -0.6366037355286671,3.2668073237007254
QVZOGQARNU,16 21 25 14 6 16 0 17 13 20,0.23724266531242488 0.6818566160548114 0.9587624429020933 0.11461929974176654 -0.5299022221617902 0.23960039055652893 -0.9412992073127477 0.34197569534601335 0.059835821915262155 0.5880563045107345,3.742329495971188
USSASEZPGK,20 18 18 0 18 4 25 15 6 10,0.5547641267474752 0.3908515002861521 0.4422991531726106 -0.9847983966052627 0.44891486312094164 -0.6799111346994495 0.964785154332332 0.19724305351893734 -0.5326471646836346 -0.19384118100832826,4.184598482215691
REWDDOYFJL,17 4 22 3 3 14 24 5 9 11,0.38182492143709346 -0.683175822346799 0.696412880945628 -0.7085521686092766 -0.7569869647756573 0.11078903976251042 0.8611534852871758 -0.6033703253819487 -0.299979711916472 -0.1381937097967585,3.9907415678268063
ZJBTYXSQJQ,25 9 1 19 24 23 18 16 9 16,0.979292827638141 -0.25293498377632795 -0.9014146895855537 0.46647148307857855 0.8889427319749843 0.7916431337608947 0.4539827152479998 0.28833137761189387 -0.25185622985355116 0.2991472845108083,4.037325311380968
GJBNOJXTNO,6 9 1 13 14 9 23 19 13 14,-0.4648221354297595 -0.27410356892938204 -0.8575127276541412 0.01078739971890652 0.13455965548166238 -0.2570024284889343 0.7828475856771981 0.5253152207114868 0.05490797797295399 0.10581755287668537,3.2061704472943977
RZUWTCCKMS,17 25 20 22 19 2 2 10 12 18,0.3729641232573637 0.9634613253618134 0.5402720266288819 0.7230776191133412 0.536502752278921 -0.8106609592598208 -0.8180419046846235 -0.16075394114264485 -0.012738492550334879 0.4198202155722721,4.047527825394891
VBKVKQRDEH,21 1 10 21 10 16 17 3 4 7,0.6251756018143053 -0.8484029317667268 -0.20143279715193407 0.6229771847820731 -0.16053306210321927 0.2555006739247463 0.3328222218894705 -0.7127149042916427 -0.6269907135801924 -0.3964502054470058,3.92936995555219
NHKPJEKTJT,13 7 10 15 9 4 10 19 9 19,0.01648324575838367 -0.4546427292199413 -0.2118811755333203 0.16671399351612037 -0.24131504013040428 -0.6877769720670899 -0.22098354484872784 0.5047958016995395 -0.24576455010274678 0.5059679100983372,3.3014859130683054
YDEXDDFEWN,24 3 4 23 3 3 5 4 22 13,0.8705716412008395 -0.7026464856121328 -0.6688379719228814 0.822880025044523 -0.7482427125166855 -0.7440207423707828 -0.5417675485705409 -0.6612672275983977 0.6988747497580794 0.02003432642149261,4.333761144131255
YVFGGIBTRD,24 21 5 6 6 8 1 19 17 3,0.9011656004550077 0.6505176992333475 -0.5524702514827309 -0.4745425484781072 -0.5292404923322005 -0.37420019583225295 -0.8626846208605972 0.5051411965986878 0.3564620340539275 -0.7417084808951537,4.412740490792135
SDMNRVCMHB,18 3 12 13 17 21 2 12 7 1,0.4265729248322916 -0.7514682891946518 -0.026627817569721213 0.05835190176511662 0.3267865986739007 0.6632080059969834 -0.808323451126379 -0.0019051382416035434 -0.4279034541848803 -0.8620589873809441,3.6300612631924527
RKYJDXTIEH,17 10 24 9 3 23 19 8 4 7,0.3535887450098971 -0.17707106169484765 0.8668659614368224 -0.2980684583519313 -0.7539796252458162 0.8430734701422655 0.490095829503826 -0.37699489446378753 -0.6868415817689051 -0.4603239265075232,4.106131073975622
JHGEZKSOSP,9 7 6 4 25 10 18 14 18 15,-0.24497364527992627 -0.4272943126942732 -0.5005883613107283 -0.6305260040935694 0.9263176942409228 -0.18289216216616078 0.41626961719377387 0.1475346754045992 0.4252433941263105 0.21441638473143643,3.706487061520211
CVCKZNMZUW,2 21 2 10 25 13 12 25 20 22,-0.8356290751994517 0.6160385469541023 -0.8199293637875074 -0.15689797266383643 0.9292091621720606 0.05018548402032419 -0.04151656120043534 0.9322724600785068 0.5798697401068125 0.7464053040632237,3.7745993543830214
UBUEABWOUW,20 1 20 4 0 1 22 14 20 22,0.5972608022853432 -0.9215707248529343 0.6102970847741924 -0.6473217640937208 -0.946566137563648 -0.9201380450258807 0.7469691586235458 0.08391900981518363 0.5403034237782447 0.7082735827561399,4.366823444704924
OINCJSVEBW,14 8 13 2 9 18 21 4 1 22,0.10619291626411509 -0.36243999684710304 0.04542637924568993 -0.8403402170574579 -0.28961799210545025 0.40571795799242594 0.6486218495689091 -0.6653091717851336 -0.8703542948539582 0.7451825434016204,3.870210068718681
VHOAUIRPCO,21 7 14 0 20 8 17 15 2 14,0.6698568457205101 -0.4143484209254895 0.09079780815759264 -0.9378909999582008 0.5420510341811589 -0.3724166346267799 0.30829114090491383 0.16923864939137556 -0.7871837385552403 0.09796550511240376,3.6961728985062625
WTQDEYHZPJ,22 19 16 3 4 24 7 25 15 9,0.7575586955523252 0.5200257387435427 0.26960329851463616 -0.7386886772189851 -0.6503847403631586 0.906876683490154 -0.4391208126018986 0.9486323816961748 0.16395774400590257 -0.25521287516270585,4.1026209479943
SHFIGPNZLX,18 7 5 8 6 15 13 25 11 23,0.4552942454406417 -0.38863038693657415 -0.572123513364905 -0.3478499627006666 -0.5207751374683163 0.1677108272320864 0.03496692410542912 0.9593642039291317 -0.12974894040387852 0.8320942029045773,3.7611165824505695
HGNGZYSTGE,7 6 13 6 25 24 18 19 6 4,-0.4444694933704765 -0.4818100247365993 0.06648001729497888 -0.5371402826687708 0.9445270989986556 0.8948607600824408 0.42151693555047665 0.51296727787391 -0.5042730200302659 -0.6253864400639446,4.26982298160177
DEOPNVDNEX,3 4 14 15 13 21 3 13 4 23,-0.7295948626200555 -0.6805192142827368 0.11261629621591052 0.22323084283343442 0.06120409287312678 0.6206689096884768 -0.7054451979858765 0.027958219836553555 -0.6715631788219605 0.7914505729144237,3.687900976326866
RGMJZYLOAB,17 6 12 9 25 24 11 14 0 1,0.3278171973043933 -0.530299293659372 -0.009355999648580804 -0.2687508082353114 0.9766252333544547 0.85532218838324 -0.09904660569719348 0.12661939050348714 -0.9534282861067962 -0.8842788333560596,3.5265780958739232
QUGDDYZCZZ,16 20 6 3 3 24 25 2 25 25,0.2575632542204389 0.5500144039636563 -0.47746253901819813 -0.707083692663184 -0.7103242777290513 0.8784295882122228 0.9469068549035147 -0.7755738584047365 0.968841455826013 0.9256197824413883,4.386249420112364
QSXATTALRH,16 18 23 0 19 19 0 11 17 7,0.29685098324791515 0.39760646483776907 0.7776024555141261 -0.9586152190501642 0.4709000925870577 0.48558825423892493 -0.9287726338953577 -0.0831792066716508 0.34040456819953846 -0.4523399240538126,4.0777096287680195
NJZWFPOWBR,13 9 25 22 5 15 14 22 1 17,0.06286046217766783 -0.2663345002103681 0.9852614892999607 0.7067496646040015 -0.566110739385491 0.18867890646765328 0.12197589955419508 0.7235166714632373 -0.8899997683790246 0.3606388038525281,3.723540568091185
GNRIEDWZVE,6 13 17 8 4 3 22 25 21 4,-0.48904128008124315 0.013649323809848957 0.37793400537539834 -0.3506173555880463 -0.6256465626997023 -0.7085929228312278 0.7023466533207157 0.9309537847564655 0.6597714312207985 -0.6528983773582424,4.2278782378394375
KJTOJPPDGK,10 9 19 14 9 15 15 3 6 10,-0.17615445815229602 -0.28227490118460485 0.46948589118161266 0.08949233080512609 -0.2581217074826143 0.21650584696867603 0.20872617189501308 -0.7239980319387433 -0.5341377874347895 -0.21657050025961322,3.1764087099581
SBSMUZDOGV,18 1 18 12 20 25 3 14 6 21,0.43335316730797935 -0.8887601324524372 0.4311666961457459 -0.010039829689645341 0.5574618392485737 0.92565672141692 -0.7235726792520611 0.08569421111469344 -0.4878868841931969 0.6564962141854052,4.050856561926221
ANFEHNCQWF,0 13 5 4 7 13 2 16 22 5,-0.9896386852054069 0.068697980155771 -0.5893510042124801 -0.6878979412085438 -0.40960033534888507 0.05639388064248019 -0.8376166301196308 0.24630540281151525 0.7485864578675274 -0.5601399387432178,3.944459887775484
BZMJZYPKOZ,1 25 12 9 25 24 15 10 14 25,-0.8955162146139586 0.9657312385463772 -0.07145575481589694 -0.2886444233281742 0.9934638207869302 0.8945384759435546 0.1760512886024408 -0.2291304003682917 0.08015716694930752 0.9901181233196079,3.3275230650090397
FXXTVCKZWT,5 23 23 19 21 2 10 25 22 19,-0.6135754045052404 0.7953434655683913 0.7990921214795295 0.47991613424913426 0.682361697201666 -0.7872207955716057 -0.16859648378815395 0.9530801761532071 0.6947271425243824 0.468562012167302,4.370556320684621
BQCNSSKEPI,1 16 2 13 18 18 10 4 15 8,-0.9087598076415757 0.24292670642599212 -0.7753377236642625 0.012788820549312963 0.43027714946786655 0.3997059912708434 -0.16419585975571116 -0.6541708374717043 0.22382084955965587 -0.3273683050557459,3.6038643083150146
NGNLJDDJBR,13 6 13 11 9 3 3 9 1 17,0.059751346409519845 -0.47270588053339124 0.023316666570771805 -0.08119686081854183 -0.29558798442506173 -0.767390931883567 -0.7509982872395549 -0.2585493654280244 -0.8871951418076098 0.3760516920292678,3.433120663501285
HIZLDXTMOM,7 8 25 11 3 23 19 12 14 12,-0.3856969346162593 -0.3279811180072436 0.9489145640735175 -0.10328280736118178 -0.7255741606645929 0.8430207918906896 0.4756687441373728 -0.04214145422571103 0.14586285279978162 -0.07226923796231266,3.4062583607958925
KPUDVMTGKC,10 15 20 3 21 12 19 6 10 2,-0.22802637697550598 0.16804656579086097 0.5661131332757094 -0.7567590203361905 0.6302024148354741 -0.021261711919141613 0.5051483992563999 -0.4917670282930182 -0.2265656920990924 -0.7831179483195729,3.7794306819437833
IBSRRXBGVO,8 1 18 17 17 23 1 6 21 14,-0.38286218828571883 -0.8630955920120706 0.4441241327895087 0.31948280212691893 0.3537805562551042 0.8386186680630956 -0.9152577389817518 -0.5133986057547582 0.6895811412225754 0.11237312092330609,4.102027269172172
HSJHFMQUHF,7 18 9 7 5 12 16 20 7 5,-0.41934482895947056 0.39620831935126843 -0.23948572294960968 -0.4305225937667583 -0.5512071852451286 -0.06812137601512536 0.2889313389864845 0.567480827792451 -0.4519237650904464 -0.5526356178365799,3.7738948985904206
JXMUYTNYVL,9 23 12 20 24 19 13 24 21 11,-0.23178841020355812 0.7898612057204155 -0.06717921570336327 0.580657532904447 0.8996153348154368 0.5007582965862727 0.06136690476121909 0.9189143303901031 0.6355069478843463 -0.1383895455507007,3.6840428158149803
PTALNXSHAF,15 19 0 11 13 23 18 7 0 5,0.22459991151638192 0.5109008147758516 -0.9543055422154254 -0.0918575867179996 0.03615365009910132 0.8017879632622587 0.43828371482411876 -0.44682534116369244 -0.9279217785105083 -0.5390633986833144,3.893736642760605
NCHAKEGXCJ,13 2 7 0 10 4 6 23 2 9,0.006727278578205764 -0.8405195819134195 -0.44228587670537745 -0.9240631959904677 -0.17711240615986767 -0.6249463852901631 -0.526165816447622 0.8260344210549977 -0.8397694183360622 -0.28726238637627266,3.9682381203544748
PKWYBAGBKZ,15 10 22 24 1 0 6 1 10 25,0.17489389509976516 -0.22946513239501987 0.7133148966170224 0.8612267145476085 -0.9107142753400295 -0.9862781476584137 -0.5168518743301331 -0.9173260570846469 -0.22738774216638746 0.976147833016723,3.947219178554804
FWHKCTVICZ,5 22 7 10 2 19 21 8 2 25,-0.566063039246927 0.7183044803402157 -0.404055921267217 -0.16524102585022304 -0.8274532090850357 0.5136675761921994 0.6754079877007491 -0.3298775270539631 -0.8244773649364296 0.9264234130118605,4.259490388170281
BVTGCAYGIO,1 21 19 6 2 0 24 6 8 14,-0.9216788582741744 0.6185322112202831 0.5220662043822744 -0.5075338468420509 -0.7928083636070995 -0.9774778678874845 0.8968806900461872 -0.4834594992248866 -0.31547444787497003 0.1478141675357112,4.2877356817952474
GUFFETCZWY,6 20 5 5 4 19 2 25 22 24,-0.488374050990642 0.605490030810526 -0.5796275472954431 -0.5414368295871754 -0.6277117946479804 0.5282505082968094 -0.8163283290113186 0.9453553450993528 0.7413654636557252 0.9074279025148904,4.588731961387811
WEWBEWLPUI,22 4 22 1 4 22 11 15 20 8,0.7269989264638117 -0.6399517696907957 0.7240912998598459 -0.8527169260575667 -0.6234739130495786 0.7027847233111917 -0.15105249824223943 0.16358394122239361 0.6119220886058001 -0.32134183182432263,4.11428505743006
TWBWSAXUKZ,19 22 1 22 18 0 23 20 10 25,0.5250188132669962 0.7083275261223754 -0.9057919353962904 0.7453545803275408 0.4558012224729502 -0.9863645618517982 0.8141309132092831 0.6073038415331935 -0.1928095146168043 0.9958642389192913,4.393953368559735
WDCHQGJLAN,22 3 2 7 16 6 9 11 0 13,0.728771231011287 -0.7635715178370297 -0.8043986277311435 -0.42246376749327097 0.24025936867651243 -0.5378943871769306 -0.27108075334435444 -0.13746636158647685 -0.9651427372972277 0.015360648285456913,3.7891942860204932
OMHYRSBTDD,14 12 7 24 17 18 1 19 3 3,0.08558901021331278 -0.0615660591751499 -0.4210690583765664 0.8892983507621273 0.31607491401901844 0.42927713891404484 -0.854621877449985 0.5334744115996606 -0.7258867427859899 -0.7682359325329617,3.922086274997636
YRRRLWHLIL,24 17 17 17 11 22 7 11 8 11,0.8524036569817115 0.34668444865551495 0.35354143315019826 0.3290717481243053 -0.13386013635075567 0.7421354604897754 -0.42990256799694304 -0.10172676029260153 -0.31144877703445095 -0.08774002010811466,3.414540567173877
CMOCRYWVHC,2 12 14 2 17 24 22 21 7 2,-0.8123088986568747 -0.004656435718239926 0.11686086987076516 -0.7967922339297948 0.3561490258736164 0.8937704469881087 0.7128973160366809 0.6746553380961571 -0.4367645487832412 -0.772029498616178,3.9729640076473314
INIAJXEWOG,8 13 8 0 9 23 4 22 14 6,-0.3559699681958328 0.04728406456817469 -0.3558578872987075 -0.9958447916889392 -0.2521430983745816 0.8397602846038312 -0.659677438282668 0.7175980416047729 0.14626920828501677 -0.5040588866205782,3.859836238827239
YOHIBMXZYE,24 14 7 8 1 12 23 25 24 4,0.8640411227375733 0.12188005148758685 -0.4501171251933638 -0.33146544826560986 -0.8930895750167553 -0.028066070815804034 0.801828124720068 0.9885530032715824 0.9127927563271094 -0.661795568154206,3.899249548548483
BELGDUEMJS,1 4 11 6 3 20 4 12 9 18,-0.8481526887907702 -0.6586555913046857 -0.08893534300116057 -0.5218897233100448 -0.7082451434111867 0.5509157617053626 -0.6475279620468961 -0.02099113689357668 -0.2465103260089041 0.3944096105915842,3.9074846228960607
GIXWFVIKYY,6 8 23 22 5 21 8 10 24 24,-0.4952010083482907 -0.31765921914505113 0.7883454853425751 0.7045652504754032 -0.5900168278534945 0.627347726276744 -0.309214158630162 -0.1877694673845185 0.8967427733130722 0.9006353409196348,4.209224415736983
ASUFYCLBDZ,0 18 20 5 24 2 11 1 3 25,-0.9267238946752911 0.4600157203684183 0.5627197206725096 -0.5759658436850215 0.8823015002566947 -0.8093515746312989 -0.07839484882216108 -0.8466523333184308 -0.7120646252660305 0.9439732064421784,4.274740478794147
ELRQVVTSMN,4 11 17 16 21 21 19 18 12 13,-0.6362074551904482 -0.12506179183135835 0.3623094299228473 0.299151805354436 0.6497250555842342 0.675095328231796 0.4979210728158441 0.43130763093220637 -0.03917665603054865 0.040800133538878125,3.5857260405856697
VBJBQEEKZO,21 1 9 1 16 4 4 10 25 14,0.6187874090212142 -0.8526034391304547 -0.25671031145934475 -0.8850431657470399 0.24810999667667533 -0.6473490500845667 -0.6502876230746166 -0.1648338441378916 0.9970221462476836 0.07818488565065573,3.8675937640944906
VVAQNDBQZD,21 21 0 16 13 3 1 16 25 3,0.6575533402624896 0.6224491963124976 -0.9673222551333656 0.2563374870961588 0.06487317005227577 -0.7612216512272783 -0.8492771850932654 0.2962688722500151 0.9816173549895062 -0.7477900103035646,4.076370863916065
BOXZEQRGZN,1 14 23 25 4 16 17 6 25 13,-0.8918675309438824 0.08790125352041223 0.7821440208608808 0.9242569664245674 -0.6234822451599433 0.24418137138484997 0.3257709246033069 -0.5120292246115781 0.9235110823783637 0.004722444206273657,3.797013889114212
UDQYHSQBWH,20 3 16 24 7 18 16 1 22 7,0.5948199529407787 -0.7616184001664001 0.2976185711163484 0.8507050619524366 -0.4575387580884307 0.4492659090834459 0.25229686500363524 -0.894350681246654 0.7616687501283903 -0.4181604236311214,4.244272385989575
VUDUVVZVCC,21 20 3 20 21 21 25 21 2 2,0.6245349519396319 0.6093839351382162 -0.7632056732506107 0.5982952187082906 0.6229527802147266 0.6430998739527138 0.9891157320970909 0.6666992542647978 -0.7745670653518739 -0.8250444303132771,4.623116992293625
